model,coin,fill_model,signal_ts,level_type,level_price,direction,entry_px,entry_fill_ts,stop_px,t1_px,exit_ts,exit_px,exit_reason,r_multiple,conviction,size_tier,reasons_json
M1,ETH,neutral,2026-04-12 14:00:05,london_low,2185.26,long,2186.67,2026-04-12 14:00:00,2181.958544580486,2193.724683129271,2026-04-12 14:35:00,2181.96,stop,-1.2790692704833226,0.5723,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.6, ""contribution"": 0.1714}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.262, ""contribution"": 0.0748}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.8454, ""contribution"": 0.1449}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.6, ""contribution"": 0.0857}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,ETH,neutral,2026-04-13 09:00:05,asia_low,2181.02,long,2182.16,,2177.711287907601,2188.833068138598,2026-04-13 09:45:05,,cancelled:entry_expired_no_fvg,,0.6155,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.6, ""contribution"": 0.1714}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.6299, ""contribution"": 0.18}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.4926, ""contribution"": 0.0844}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.6, ""contribution"": 0.0857}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,ETH,neutral,2026-04-17 13:00:05,equal_highs_1h,2378.286666666667,short,2367.94,2026-04-17 13:00:00,2383.162884804058,2349.85,2026-04-17 13:05:00,2383.16,stop,-1.0932321339575142,0.6566,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.8, ""contribution"": 0.2286}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.4382, ""contribution"": 0.1252}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.7264, ""contribution"": 0.1245}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.6, ""contribution"": 0.0857}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,ETH,neutral,2026-04-19 07:15:05,asia_low,2319.5,long,2321.56,2026-04-19 07:15:00,2315.9614764540843,2326.09,2026-04-19 07:20:00,2315.96,stop,-1.2486177726445595,0.7344,full,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.6, ""contribution"": 0.1714}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.7991, ""contribution"": 0.2283}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.9268, ""contribution"": 0.1589}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.6, ""contribution"": 0.0857}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,ETH,neutral,2026-04-21 15:00:05,asia_low,2297.51,long,2307.42,2026-04-21 15:00:00,2291.5227982157767,2312.59,2026-04-21 15:05:00,2291.52,stop,-1.0871556524755326,0.6394,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.6, ""contribution"": 0.1714}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.0197, ""contribution"": 0.0034}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.6, ""contribution"": 0.0857}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,ETH,neutral,2026-04-23 09:15:05,pdl,2311.41,long,2324.27,2026-04-23 09:15:00,2308.669061233259,2330.0,2026-04-23 10:05:00,2308.67,stop,-1.0885306070919185,0.5933,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.8, ""contribution"": 0.2286}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.5569, ""contribution"": 0.1591}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.438, ""contribution"": 0.0751}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 0.6, ""contribution"": 0.0686}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 1.0, ""contribution"": 0.1429}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,ETH,neutral,2026-04-23 17:30:05,london_low,2303.9,long,2309.71,2026-04-23 17:30:00,2300.5369060303865,2323.45714095442,2026-04-23 17:35:00,2300.54,stop,-1.150915286751252,0.5604,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.6, ""contribution"": 0.1714}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.5185, ""contribution"": 0.1481}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.617, ""contribution"": 0.1058}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 0.6, ""contribution"": 0.0686}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 1.0, ""contribution"": 0.1429}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,ETH,neutral,2026-04-23 17:45:05,equal_lows_1h,2291.915,long,,,,,,,no_trade (no open trade found),,0.6554,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.8, ""contribution"": 0.2286}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.5697, ""contribution"": 0.1628}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.8287, ""contribution"": 0.1421}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 0.6, ""contribution"": 0.0686}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 1.0, ""contribution"": 0.1429}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,ETH,neutral,2026-04-28 13:15:05,pwl,2258.3,long,2266.59,2026-04-28 13:15:00,2254.9842966644987,2268.86,2026-04-28 13:35:00,2266.59,stop_be,-0.015511497865019574,0.8608,full,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.2589, ""contribution"": 0.074}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.8848, ""contribution"": 0.1517}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.6, ""contribution"": 0.0857}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,ETH,neutral,2026-04-28 14:30:05,pdl,2263.88,long,2267.21,2026-04-28 14:30:00,2261.1637163745977,2276.2794254381033,2026-04-28 14:35:00,2261.16,stop,-1.2251498538504728,0.6959,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.8, ""contribution"": 0.2286}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.4692, ""contribution"": 0.1341}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.9119, ""contribution"": 0.1563}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.6, ""contribution"": 0.0857}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,ETH,neutral,2026-05-01 13:15:05,london_high,2311.5,short,2307.36,2026-05-01 13:15:00,2315.7202142548877,2300.05,2026-05-01 13:35:00,2315.72,stop,-1.1667178964676947,0.8284,full,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.6, ""contribution"": 0.1714}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.8319, ""contribution"": 0.2377}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.4407, ""contribution"": 0.0755}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.6, ""contribution"": 0.0857}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,ETH,neutral,2026-05-01 13:30:05,london_high,2311.5,short,,,,,,,"no_trade (trade #458 open at evaluation, its exit_ts 2026-05-01 13:35:00)",,0.599,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.6, ""contribution"": 0.1714}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.6436, ""contribution"": 0.1839}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.3702, ""contribution"": 0.0635}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.6, ""contribution"": 0.0857}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,ETH,neutral,2026-05-03 12:15:05,4h_ob_top,2330.57,short,2325.52,2026-05-03 12:15:00,2332.993569757392,2316.62,2026-05-03 14:30:05,2323.66,dead_trade,0.06233121134597228,0.7571,full,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.8209, ""contribution"": 0.2345}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.58, ""contribution"": 0.0994}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 0.6, ""contribution"": 0.0686}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.0, ""contribution"": 0.0}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,ETH,neutral,2026-05-06 09:00:05,4h_ob_top,2393.68,short,2387.33,2026-05-06 09:00:00,2397.069337530731,2379.88,2026-05-06 09:35:00,2397.07,stop,-1.1475915035014452,1.099,full,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.7494, ""contribution"": 0.2141}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.8826, ""contribution"": 0.1513}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 1.0, ""contribution"": 0.1429}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,ETH,neutral,2026-05-06 16:45:05,equal_lows_1h,2352.64,long,2354.08,2026-05-06 17:20:00,2347.5619675206726,2359.47,2026-05-06 17:45:05,2352.0,thesis_failed,-0.5356696228614484,0.7124,full,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.9845, ""contribution"": 0.2813}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.7645, ""contribution"": 0.1311}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 0.6, ""contribution"": 0.0686}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.3, ""contribution"": 0.0429}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,ETH,neutral,2026-05-20 05:15:05,equal_highs_1h,2124.65,short,2119.48,2026-05-20 05:15:00,2127.4841360081914,2110.99,2026-05-20 05:35:00,2127.48,stop,-1.158811893064752,0.5667,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.8, ""contribution"": 0.2286}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.9577, ""contribution"": 0.2736}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.1273, ""contribution"": 0.0218}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 0.3, ""contribution"": 0.0343}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.6, ""contribution"": 0.0857}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,ETH,neutral,2026-05-23 21:15:05,equal_highs_4h,2147.795,short,2124.84,,2151.6838752179965,2129.88,2026-05-23 23:30:05,,cancelled:entry_expired,,0.6422,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.632, ""contribution"": 0.1084}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 0.1, ""contribution"": 0.0114}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 1.0, ""contribution"": 0.1429}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,ETH,neutral,2026-05-25 08:15:05,asia_high,2112.67,short,2113.19,2026-05-25 08:35:00,2116.563486513526,2108.12977022971,2026-05-25 08:50:00,2116.56,stop,-1.3752627975233573,0.764,full,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.6, ""contribution"": 0.1714}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.4373, ""contribution"": 0.075}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 1.0, ""contribution"": 0.1429}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,ETH,neutral,2026-05-25 15:30:05,4h_ob_top,2129.65,short,2127.36,,2131.732479040555,2123.72,2026-05-25 16:15:05,,cancelled:entry_expired_no_fvg,,0.7777,full,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.8759, ""contribution"": 0.2503}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.7955, ""contribution"": 0.1364}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 0.6, ""contribution"": 0.0686}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 1.0, ""contribution"": 0.1429}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,ETH,neutral,2026-05-26 14:00:05,4h_ob_top,2129.65,short,2123.8,2026-05-26 14:00:00,2131.979495976568,2112.95,2026-05-26 14:20:00,2131.98,stop,-1.1570084598623582,0.5579,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.3703, ""contribution"": 0.1058}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.4118, ""contribution"": 0.0706}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.0, ""contribution"": 0.0}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,ETH,neutral,2026-05-26 14:30:05,equal_highs_1h,2137.855,short,,,,,,,no_trade (no open trade found),,0.8017,full,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.4101, ""contribution"": 0.1172}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.8481, ""contribution"": 0.1454}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.0, ""contribution"": 0.0}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
